Year,Country,Average_Temperature,Average_Rainfall,Item,Yield,Pesticides
2002,Turkey,10.81,593.0,Soybeans,29412,27915.0
2002,Turkey,10.81,593.0,Wheat,21006,27915.0
2002,Turkey,12.24,593.0,Maize,42163,27915.0
2002,Turkey,12.24,593.0,Potatoes,262966,27915.0
2002,Turkey,12.24,593.0,"Rice, paddy",60192,27915.0
2002,Turkey,12.24,593.0,Soybeans,29412,27915.0
2002,Turkey,12.24,593.0,Wheat,21006,27915.0
2002,Turkey,14.51,593.0,Maize,42163,27915.0
2002,Turkey,14.51,593.0,Potatoes,262966,27915.0
2002,Turkey,14.51,593.0,"Rice, paddy",60192,27915.0
2002,Turkey,14.51,593.0,Soybeans,29412,27915.0
2002,Turkey,14.51,593.0,Wheat,21006,27915.0
2002,Turkey,18.18,593.0,Maize,42163,27915.0
2002,Turkey,18.18,593.0,Potatoes,262966,27915.0
2002,Turkey,18.18,593.0,"Rice, paddy",60192,27915.0
2002,Turkey,18.18,593.0,Soybeans,29412,27915.0
2002,Turkey,18.18,593.0,Wheat,21006,27915.0
2004,Turkey,19.48,593.0,Maize,55076,28831.0
2004,Turkey,19.48,593.0,Potatoes,268306,28831.0
2004,Turkey,19.48,593.0,"Rice, paddy",70010,28831.0
2004,Turkey,19.48,593.0,Sorghum,23333,28831.0
2004,Turkey,19.48,593.0,Soybeans,35714,28831.0
2004,Turkey,19.48,593.0,Wheat,22658,28831.0
2004,Turkey,10.99,593.0,Maize,55076,28831.0
2004,Turkey,10.99,593.0,Potatoes,268306,28831.0
2004,Turkey,10.99,593.0,"Rice, paddy",70010,28831.0
2004,Turkey,10.99,593.0,Sorghum,23333,28831.0
2004,Turkey,10.99,593.0,Soybeans,35714,28831.0
2004,Turkey,10.99,593.0,Wheat,22658,28831.0
2004,Turkey,12.26,593.0,Maize,55076,28831.0
2004,Turkey,12.26,593.0,Potatoes,268306,28831.0
2004,Turkey,12.26,593.0,"Rice, paddy",70010,28831.0
2004,Turkey,12.26,593.0,Sorghum,23333,28831.0
2004,Turkey,12.26,593.0,Soybeans,35714,28831.0
2004,Turkey,12.26,593.0,Wheat,22658,28831.0
2004,Turkey,14.23,593.0,Maize,55076,28831.0
2004,Turkey,14.23,593.0,Potatoes,268306,28831.0
2004,Turkey,14.23,593.0,"Rice, paddy",70010,28831.0
2004,Turkey,14.23,593.0,Sorghum,23333,28831.0
2004,Turkey,14.23,593.0,Soybeans,35714,28831.0
2004,Turkey,14.23,593.0,Wheat,22658,28831.0
2004,Turkey,17.97,593.0,Maize,55076,28831.0
2004,Turkey,17.97,593.0,Potatoes,268306,28831.0
2004,Turkey,17.97,593.0,"Rice, paddy",70010,28831.0
2004,Turkey,17.97,593.0,Sorghum,23333,28831.0
2004,Turkey,17.97,593.0,Soybeans,35714,28831.0
2004,Turkey,17.97,593.0,Wheat,22658,28831.0
2005,Turkey,19.44,593.0,Maize,70000,40332.0
2005,Turkey,19.44,593.0,Potatoes,266540,40332.0
2005,Turkey,19.44,593.0,"Rice, paddy",70664,40332.0
2005,Turkey,19.44,593.0,Sorghum,23256,40332.0
2005,Turkey,19.44,593.0,Soybeans,33721,40332.0
2005,Turkey,19.44,593.0,Wheat,23309,40332.0
2005,Turkey,11.24,593.0,Maize,70000,40332.0
2005,Turkey,11.24,593.0,Potatoes,266540,40332.0
2005,Turkey,11.24,593.0,"Rice, paddy",70664,40332.0
2005,Turkey,11.24,593.0,Sorghum,23256,40332.0
2005,Turkey,11.24,593.0,Soybeans,33721,40332.0
2005,Turkey,11.24,593.0,Wheat,23309,40332.0
2005,Turkey,12.2,593.0,Maize,70000,40332.0
2005,Turkey,12.2,593.0,Potatoes,266540,40332.0
2005,Turkey,12.2,593.0,"Rice, paddy",70664,40332.0
2005,Turkey,12.2,593.0,Sorghum,23256,40332.0
2005,Turkey,12.2,593.0,Soybeans,33721,40332.0
2005,Turkey,12.2,593.0,Wheat,23309,40332.0
2005,Turkey,14.23,593.0,Maize,70000,40332.0
2005,Turkey,14.23,593.0,Potatoes,266540,40332.0
2005,Turkey,14.23,593.0,"Rice, paddy",70664,40332.0
2005,Turkey,14.23,593.0,Sorghum,23256,40332.0
2005,Turkey,14.23,593.0,Soybeans,33721,40332.0
2005,Turkey,14.23,593.0,Wheat,23309,40332.0
2005,Turkey,17.78,593.0,Maize,70000,40332.0
2005,Turkey,17.78,593.0,Potatoes,266540,40332.0
2005,Turkey,17.78,593.0,"Rice, paddy",70664,40332.0
2005,Turkey,17.78,593.0,Sorghum,23256,40332.0
2005,Turkey,17.78,593.0,Soybeans,33721,40332.0
2005,Turkey,17.78,593.0,Wheat,23309,40332.0
2006,Turkey,19.44,593.0,Maize,72139,27421.0
2006,Turkey,19.44,593.0,Potatoes,276077,27421.0
2006,Turkey,19.44,593.0,"Rice, paddy",70273,27421.0
2006,Turkey,19.44,593.0,Sorghum,26023,27421.0
2006,Turkey,19.44,593.0,Soybeans,39688,27421.0
2006,Turkey,19.44,593.0,Wheat,23595,27421.0
2006,Turkey,11.12,593.0,Maize,72139,27421.0
2006,Turkey,11.12,593.0,Potatoes,276077,27421.0
2006,Turkey,11.12,593.0,"Rice, paddy",70273,27421.0
2006,Turkey,11.12,593.0,Sorghum,26023,27421.0
2006,Turkey,11.12,593.0,Soybeans,39688,27421.0
2006,Turkey,11.12,593.0,Wheat,23595,27421.0
2006,Turkey,11.96,593.0,Maize,72139,27421.0
2006,Turkey,11.96,593.0,Potatoes,276077,27421.0
2006,Turkey,11.96,593.0,"Rice, paddy",70273,27421.0
2006,Turkey,11.96,593.0,Sorghum,26023,27421.0
2006,Turkey,11.96,593.0,Soybeans,39688,27421.0
2006,Turkey,11.96,593.0,Wheat,23595,27421.0
2006,Turkey,14.11,593.0,Maize,72139,27421.0
2006,Turkey,14.11,593.0,Potatoes,276077,27421.0
2006,Turkey,14.11,593.0,"Rice, paddy",70273,27421.0
2006,Turkey,14.11,593.0,Sorghum,26023,27421.0
2006,Turkey,14.11,593.0,Soybeans,39688,27421.0
2006,Turkey,14.11,593.0,Wheat,23595,27421.0
2006,Turkey,17.71,593.0,Maize,72139,27421.0
2006,Turkey,17.71,593.0,Potatoes,276077,27421.0
2006,Turkey,17.71,593.0,"Rice, paddy",70273,27421.0
2006,Turkey,17.71,593.0,Sorghum,26023,27421.0
2006,Turkey,17.71,593.0,Soybeans,39688,27421.0
2006,Turkey,17.71,593.0,Wheat,23595,27421.0
2007,Turkey,19.82,593.0,Maize,68381,48715.51
2007,Turkey,19.82,593.0,Potatoes,276422,48715.51
2007,Turkey,19.82,593.0,"Rice, paddy",69084,48715.51
2007,Turkey,19.82,593.0,Sorghum,32222,48715.51
2007,Turkey,19.82,593.0,Soybeans,35350,48715.51
2007,Turkey,19.82,593.0,Wheat,21675,48715.51
2007,Turkey,11.87,593.0,Maize,68381,48715.51
2007,Turkey,11.87,593.0,Potatoes,276422,48715.51
2007,Turkey,11.87,593.0,"Rice, paddy",69084,48715.51
2007,Turkey,11.87,593.0,Sorghum,32222,48715.51
2007,Turkey,11.87,593.0,Soybeans,35350,48715.51
2007,Turkey,11.87,593.0,Wheat,21675,48715.51
2007,Turkey,12.91,593.0,Maize,68381,48715.51
2007,Turkey,12.91,593.0,Potatoes,276422,48715.51
2007,Turkey,12.91,593.0,"Rice, paddy",69084,48715.51
2007,Turkey,12.91,593.0,Sorghum,32222,48715.51
2007,Turkey,12.91,593.0,Soybeans,35350,48715.51
2007,Turkey,12.91,593.0,Wheat,21675,48715.51
2007,Turkey,14.98,593.0,Maize,68381,48715.51
2007,Turkey,14.98,593.0,Potatoes,276422,48715.51
2007,Turkey,14.98,593.0,"Rice, paddy",69084,48715.51
2007,Turkey,14.98,593.0,Sorghum,32222,48715.51
2007,Turkey,14.98,593.0,Soybeans,35350,48715.51
2007,Turkey,14.98,593.0,Wheat,21675,48715.51
2007,Turkey,18.6,593.0,Maize,68381,48715.51
2007,Turkey,18.6,593.0,Potatoes,276422,48715.51
2007,Turkey,18.6,593.0,"Rice, paddy",69084,48715.51
2007,Turkey,18.6,593.0,Sorghum,32222,48715.51
2007,Turkey,18.6,593.0,Soybeans,35350,48715.51
2007,Turkey,18.6,593.0,Wheat,21675,48715.51
2008,Turkey,19.92,593.0,Maize,71988,37640.2
2008,Turkey,19.92,593.0,Potatoes,282947,37640.2
2008,Turkey,19.92,593.0,"Rice, paddy",75716,37640.2
2008,Turkey,19.92,593.0,Sorghum,30811,37640.2
2008,Turkey,19.92,593.0,Soybeans,36490,37640.2
2008,Turkey,19.92,593.0,Wheat,23451,37640.2
2008,Turkey,11.33,593.0,Maize,71988,37640.2
2008,Turkey,11.33,593.0,Potatoes,282947,37640.2
2008,Turkey,11.33,593.0,"Rice, paddy",75716,37640.2
2008,Turkey,11.33,593.0,Sorghum,30811,37640.2
2008,Turkey,11.33,593.0,Soybeans,36490,37640.2
2008,Turkey,11.33,593.0,Wheat,23451,37640.2
2008,Turkey,12.7,593.0,Maize,71988,37640.2
2008,Turkey,12.7,593.0,Potatoes,282947,37640.2
2008,Turkey,12.7,593.0,"Rice, paddy",75716,37640.2
2008,Turkey,12.7,593.0,Sorghum,30811,37640.2
2008,Turkey,12.7,593.0,Soybeans,36490,37640.2
2008,Turkey,12.7,593.0,Wheat,23451,37640.2
2008,Turkey,14.91,593.0,Maize,71988,37640.2
2008,Turkey,14.91,593.0,Potatoes,282947,37640.2
2008,Turkey,14.91,593.0,"Rice, paddy",75716,37640.2
2008,Turkey,14.91,593.0,Sorghum,30811,37640.2
2008,Turkey,14.91,593.0,Soybeans,36490,37640.2
2008,Turkey,14.91,593.0,Wheat,23451,37640.2
2008,Turkey,18.47,593.0,Maize,71988,37640.2
2008,Turkey,18.47,593.0,Potatoes,282947,37640.2
2008,Turkey,18.47,593.0,"Rice, paddy",75716,37640.2
2008,Turkey,18.47,593.0,Sorghum,30811,37640.2
2008,Turkey,18.47,593.0,Soybeans,36490,37640.2
2008,Turkey,18.47,593.0,Wheat,23451,37640.2
2009,Turkey,19.94,593.0,Maize,71878,37651.15
2009,Turkey,19.94,593.0,Potatoes,305986,37651.15
2009,Turkey,19.94,593.0,"Rice, paddy",77765,37651.15
2009,Turkey,19.94,593.0,Sorghum,51316,37651.15
2009,Turkey,19.94,593.0,Soybeans,36570,37651.15
2009,Turkey,19.94,593.0,Wheat,25667,37651.15
2009,Turkey,11.63,593.0,Maize,71878,37651.15
2009,Turkey,11.63,593.0,Potatoes,305986,37651.15
2009,Turkey,11.63,593.0,"Rice, paddy",77765,37651.15
2009,Turkey,11.63,593.0,Sorghum,51316,37651.15
2009,Turkey,11.63,593.0,Soybeans,36570,37651.15
2009,Turkey,11.63,593.0,Wheat,25667,37651.15
2009,Turkey,12.75,593.0,Maize,71878,37651.15
2009,Turkey,12.75,593.0,Potatoes,305986,37651.15
2009,Turkey,12.75,593.0,"Rice, paddy",77765,37651.15
2009,Turkey,12.75,593.0,Sorghum,51316,37651.15
2009,Turkey,12.75,593.0,Soybeans,36570,37651.15
2009,Turkey,12.75,593.0,Wheat,25667,37651.15
2009,Turkey,14.95,593.0,Maize,71878,37651.15
2009,Turkey,14.95,593.0,Potatoes,305986,37651.15
2009,Turkey,14.95,593.0,"Rice, paddy",77765,37651.15
2009,Turkey,14.95,593.0,Sorghum,51316,37651.15
2009,Turkey,14.95,593.0,Soybeans,36570,37651.15
2009,Turkey,14.95,593.0,Wheat,25667,37651.15
2009,Turkey,18.41,593.0,Maize,71878,37651.15
2009,Turkey,18.41,593.0,Potatoes,305986,37651.15
2009,Turkey,18.41,593.0,"Rice, paddy",77765,37651.15
2009,Turkey,18.41,593.0,Sorghum,51316,37651.15
2009,Turkey,18.41,593.0,Soybeans,36570,37651.15
2009,Turkey,18.41,593.0,Wheat,25667,37651.15
2010,Turkey,21.02,593.0,Maize,72614,38554.69
2010,Turkey,21.02,593.0,Potatoes,323303,38554.69
2010,Turkey,21.02,593.0,"Rice, paddy",86899,38554.69
2010,Turkey,21.02,593.0,Sorghum,70968,38554.69
2010,Turkey,21.02,593.0,Soybeans,36869,38554.69
2010,Turkey,21.02,593.0,Wheat,24400,38554.69
2010,Turkey,13.27,593.0,Maize,72614,38554.69
2010,Turkey,13.27,593.0,Potatoes,323303,38554.69
2010,Turkey,13.27,593.0,"Rice, paddy",86899,38554.69
2010,Turkey,13.27,593.0,Sorghum,70968,38554.69
2010,Turkey,13.27,593.0,Soybeans,36869,38554.69
2010,Turkey,13.27,593.0,Wheat,24400,38554.69
2010,Turkey,13.8,593.0,Maize,72614,38554.69
2010,Turkey,13.8,593.0,Potatoes,323303,38554.69
2010,Turkey,13.8,593.0,"Rice, paddy",86899,38554.69
2010,Turkey,13.8,593.0,Sorghum,70968,38554.69
2010,Turkey,13.8,593.0,Soybeans,36869,38554.69
2010,Turkey,13.8,593.0,Wheat,24400,38554.69
2010,Turkey,15.6,593.0,Maize,72614,38554.69
2010,Turkey,15.6,593.0,Potatoes,323303,38554.69
2010,Turkey,15.6,593.0,"Rice, paddy",86899,38554.69
2010,Turkey,15.6,593.0,Sorghum,70968,38554.69
2010,Turkey,15.6,593.0,Soybeans,36869,38554.69
2010,Turkey,15.6,593.0,Wheat,24400,38554.69
2010,Turkey,19.27,593.0,Maize,72614,38554.69
2010,Turkey,19.27,593.0,Potatoes,323303,38554.69
2010,Turkey,19.27,593.0,"Rice, paddy",86899,38554.69
2010,Turkey,19.27,593.0,Sorghum,70968,38554.69
2010,Turkey,19.27,593.0,Soybeans,36869,38554.69
2010,Turkey,19.27,593.0,Wheat,24400,38554.69
2011,Turkey,19.36,593.0,Maize,71707,39534.43
2011,Turkey,19.36,593.0,Potatoes,324041,39534.43
2011,Turkey,19.36,593.0,"Rice, paddy",90559,39534.43
2011,Turkey,19.36,593.0,Sorghum,69231,39534.43
2011,Turkey,19.36,593.0,Soybeans,38704,39534.43
2011,Turkey,19.36,593.0,Wheat,27038,39534.43
2011,Turkey,10.39,593.0,Maize,71707,39534.43
2011,Turkey,10.39,593.0,Potatoes,324041,39534.43
2011,Turkey,10.39,593.0,"Rice, paddy",90559,39534.43
2011,Turkey,10.39,593.0,Sorghum,69231,39534.43
2011,Turkey,10.39,593.0,Soybeans,38704,39534.43
2011,Turkey,10.39,593.0,Wheat,27038,39534.43
2011,Turkey,11.6,593.0,Maize,71707,39534.43
2011,Turkey,11.6,593.0,Potatoes,324041,39534.43
2011,Turkey,11.6,593.0,"Rice, paddy",90559,39534.43
2011,Turkey,11.6,593.0,Sorghum,69231,39534.43
2011,Turkey,11.6,593.0,Soybeans,38704,39534.43
2011,Turkey,11.6,593.0,Wheat,27038,39534.43
2011,Turkey,13.65,593.0,Maize,71707,39534.43
2011,Turkey,13.65,593.0,Potatoes,324041,39534.43
2011,Turkey,13.65,593.0,"Rice, paddy",90559,39534.43
2011,Turkey,13.65,593.0,Sorghum,69231,39534.43
2011,Turkey,13.65,593.0,Soybeans,38704,39534.43
2011,Turkey,13.65,593.0,Wheat,27038,39534.43
2011,Turkey,17.6,593.0,Maize,71707,39534.43
2011,Turkey,17.6,593.0,Potatoes,324041,39534.43
2011,Turkey,17.6,593.0,"Rice, paddy",90559,39534.43
2011,Turkey,17.6,593.0,Sorghum,69231,39534.43
2011,Turkey,17.6,593.0,Soybeans,38704,39534.43
2011,Turkey,17.6,593.0,Wheat,27038,39534.43
2012,Turkey,19.92,593.0,Maize,73884,42610.59
2012,Turkey,19.92,593.0,Potatoes,280384,42610.59
2012,Turkey,19.92,593.0,"Rice, paddy",73539,42610.59
2012,Turkey,19.92,593.0,Sorghum,76000,42610.59
2012,Turkey,19.92,593.0,Soybeans,36394,42610.59
2012,Turkey,19.92,593.0,Wheat,26723,42610.59
2012,Turkey,11.45,593.0,Maize,73884,42610.59
2012,Turkey,11.45,593.0,Potatoes,280384,42610.59
2012,Turkey,11.45,593.0,"Rice, paddy",73539,42610.59
2012,Turkey,11.45,593.0,Sorghum,76000,42610.59
2012,Turkey,11.45,593.0,Soybeans,36394,42610.59
2012,Turkey,11.45,593.0,Wheat,26723,42610.59
2012,Turkey,12.71,593.0,Maize,73884,42610.59
2012,Turkey,12.71,593.0,Potatoes,280384,42610.59
2012,Turkey,12.71,593.0,"Rice, paddy",73539,42610.59
2012,Turkey,12.71,593.0,Sorghum,76000,42610.59
2012,Turkey,12.71,593.0,Soybeans,36394,42610.59
2012,Turkey,12.71,593.0,Wheat,26723,42610.59
2012,Turkey,14.97,593.0,Maize,73884,42610.59
2012,Turkey,14.97,593.0,Potatoes,280384,42610.59
2012,Turkey,14.97,593.0,"Rice, paddy",73539,42610.59
2012,Turkey,14.97,593.0,Sorghum,76000,42610.59
2012,Turkey,14.97,593.0,Soybeans,36394,42610.59
2012,Turkey,14.97,593.0,Wheat,26723,42610.59
2012,Turkey,18.54,593.0,Maize,73884,42610.59
2012,Turkey,18.54,593.0,Potatoes,280384,42610.59
2012,Turkey,18.54,593.0,"Rice, paddy",73539,42610.59
2012,Turkey,18.54,593.0,Sorghum,76000,42610.59
2012,Turkey,18.54,593.0,Soybeans,36394,42610.59
2012,Turkey,18.54,593.0,Wheat,26723,42610.59
2013,Turkey,20.22,593.0,Maize,89499,39440.0
2013,Turkey,20.22,593.0,Potatoes,315329,39440.0
2013,Turkey,20.22,593.0,"Rice, paddy",81380,39440.0
2013,Turkey,20.22,593.0,Sorghum,26544,39440.0
2013,Turkey,20.22,593.0,Soybeans,41609,39440.0
2013,Turkey,20.22,593.0,Wheat,28451,39440.0
2013,Turkey,13.27,593.0,Maize,89499,39440.0
2013,Turkey,13.27,593.0,Potatoes,315329,39440.0
2013,Turkey,13.27,593.0,"Rice, paddy",81380,39440.0
2013,Turkey,13.27,593.0,Sorghum,26544,39440.0
2013,Turkey,13.27,593.0,Soybeans,41609,39440.0
2013,Turkey,13.27,593.0,Wheat,28451,39440.0
2013,Turkey,14.07,593.0,Maize,89499,39440.0
2013,Turkey,14.07,593.0,Potatoes,315329,39440.0
2013,Turkey,14.07,593.0,"Rice, paddy",81380,39440.0
2013,Turkey,14.07,593.0,Sorghum,26544,39440.0
2013,Turkey,14.07,593.0,Soybeans,41609,39440.0
2013,Turkey,14.07,593.0,Wheat,28451,39440.0
2013,Turkey,16.02,593.0,Maize,89499,39440.0
2013,Turkey,16.02,593.0,Potatoes,315329,39440.0
2013,Turkey,16.02,593.0,"Rice, paddy",81380,39440.0
2013,Turkey,16.02,593.0,Sorghum,26544,39440.0
2013,Turkey,16.02,593.0,Soybeans,41609,39440.0
2013,Turkey,16.02,593.0,Wheat,28451,39440.0
2013,Turkey,19.21,593.0,Maize,89499,39440.0
2013,Turkey,19.21,593.0,Potatoes,315329,39440.0
2013,Turkey,19.21,593.0,"Rice, paddy",81380,39440.0
2013,Turkey,19.21,593.0,Sorghum,26544,39440.0
2013,Turkey,19.21,593.0,Soybeans,41609,39440.0
2013,Turkey,19.21,593.0,Wheat,28451,39440.0
1990,Australia,16.8,534.0,Maize,41821,17866.0
1990,Australia,16.8,534.0,Potatoes,289832,17866.0
1990,Australia,16.8,534.0,"Rice, paddy",88000,17866.0
1990,Australia,16.8,534.0,Sorghum,24883,17866.0
1990,Australia,16.8,534.0,Soybeans,15718,17866.0
1990,Australia,16.8,534.0,Sweet potatoes,137140,17866.0
1990,Australia,16.8,534.0,Wheat,16344,17866.0
1990,Australia,20.06,534.0,Maize,41821,17866.0
1990,Australia,20.06,534.0,Potatoes,289832,17866.0
1990,Australia,20.06,534.0,"Rice, paddy",88000,17866.0
1990,Australia,20.06,534.0,Sorghum,24883,17866.0
1990,Australia,20.06,534.0,Soybeans,15718,17866.0
1990,Australia,20.06,534.0,Sweet potatoes,137140,17866.0
1990,Australia,20.06,534.0,Wheat,16344,17866.0
1990,Australia,12.11,534.0,Maize,41821,17866.0
1990,Australia,12.11,534.0,Potatoes,289832,17866.0
1990,Australia,12.11,534.0,"Rice, paddy",88000,17866.0
1990,Australia,12.11,534.0,Sorghum,24883,17866.0
1990,Australia,12.11,534.0,Soybeans,15718,17866.0
1990,Australia,12.11,534.0,Sweet potatoes,137140,17866.0
1990,Australia,12.11,534.0,Wheat,16344,17866.0
1990,Australia,14.16,534.0,Maize,41821,17866.0
1990,Australia,14.16,534.0,Potatoes,289832,17866.0
1990,Australia,14.16,534.0,"Rice, paddy",88000,17866.0
1990,Australia,14.16,534.0,Sorghum,24883,17866.0
1990,Australia,14.16,534.0,Soybeans,15718,17866.0
1990,Australia,14.16,534.0,Sweet potatoes,137140,17866.0
1990,Australia,14.16,534.0,Wheat,16344,17866.0
1990,Australia,18.05,534.0,Maize,41821,17866.0
1990,Australia,18.05,534.0,Potatoes,289832,17866.0
1990,Australia,18.05,534.0,"Rice, paddy",88000,17866.0
1990,Australia,18.05,534.0,Sorghum,24883,17866.0
1990,Australia,18.05,534.0,Soybeans,15718,17866.0
1990,Australia,18.05,534.0,Sweet potatoes,137140,17866.0
1990,Australia,18.05,534.0,Wheat,16344,17866.0
1990,Australia,17.47,534.0,Maize,41821,17866.0
1990,Australia,17.47,534.0,Potatoes,289832,17866.0
1990,Australia,17.47,534.0,"Rice, paddy",88000,17866.0
1990,Australia,17.47,534.0,Sorghum,24883,17866.0
1990,Australia,17.47,534.0,Soybeans,15718,17866.0
1990,Australia,17.47,534.0,Sweet potatoes,137140,17866.0
1990,Australia,17.47,534.0,Wheat,16344,17866.0
1991,Australia,16.78,534.0,Maize,39938,17866.0
1991,Australia,16.78,534.0,Potatoes,285359,17866.0
1991,Australia,16.78,534.0,"Rice, paddy",88427,17866.0
1991,Australia,16.78,534.0,Sorghum,19865,17866.0
1991,Australia,16.78,534.0,Soybeans,15551,17866.0
1991,Australia,16.78,534.0,Sweet potatoes,151142,17866.0
1991,Australia,16.78,534.0,Wheat,14698,17866.0
1991,Australia,20.29,534.0,Maize,39938,17866.0
1991,Australia,20.29,534.0,Potatoes,285359,17866.0
1991,Australia,20.29,534.0,"Rice, paddy",88427,17866.0
1991,Australia,20.29,534.0,Sorghum,19865,17866.0
1991,Australia,20.29,534.0,Soybeans,15551,17866.0
1991,Australia,20.29,534.0,Sweet potatoes,151142,17866.0
1991,Australia,20.29,534.0,Wheat,14698,17866.0
1991,Australia,12.22,534.0,Maize,39938,17866.0
1991,Australia,12.22,534.0,Potatoes,285359,17866.0
1991,Australia,12.22,534.0,"Rice, paddy",88427,17866.0
1991,Australia,12.22,534.0,Sorghum,19865,17866.0
1991,Australia,12.22,534.0,Soybeans,15551,17866.0
1991,Australia,12.22,534.0,Sweet potatoes,151142,17866.0
1991,Australia,12.22,534.0,Wheat,14698,17866.0
1991,Australia,13.77,534.0,Maize,39938,17866.0
1991,Australia,13.77,534.0,Potatoes,285359,17866.0
1991,Australia,13.77,534.0,"Rice, paddy",88427,17866.0
1991,Australia,13.77,534.0,Sorghum,19865,17866.0
1991,Australia,13.77,534.0,Soybeans,15551,17866.0
1991,Australia,13.77,534.0,Sweet potatoes,151142,17866.0
1991,Australia,13.77,534.0,Wheat,14698,17866.0
1991,Australia,18.73,534.0,Maize,39938,17866.0
1991,Australia,18.73,534.0,Potatoes,285359,17866.0
1991,Australia,18.73,534.0,"Rice, paddy",88427,17866.0
1991,Australia,18.73,534.0,Sorghum,19865,17866.0
1991,Australia,18.73,534.0,Soybeans,15551,17866.0
1991,Australia,18.73,534.0,Sweet potatoes,151142,17866.0
1991,Australia,18.73,534.0,Wheat,14698,17866.0
1991,Australia,17.85,534.0,Maize,39938,17866.0
1991,Australia,17.85,534.0,Potatoes,285359,17866.0
1991,Australia,17.85,534.0,"Rice, paddy",88427,17866.0
1991,Australia,17.85,534.0,Sorghum,19865,17866.0
1991,Australia,17.85,534.0,Soybeans,15551,17866.0
1991,Australia,17.85,534.0,Sweet potatoes,151142,17866.0
1991,Australia,17.85,534.0,Wheat,14698,17866.0
1992,Australia,15.78,534.0,Maize,51721,22234.0
1992,Australia,15.78,534.0,Potatoes,289220,22234.0
1992,Australia,15.78,534.0,"Rice, paddy",88346,22234.0
1992,Australia,15.78,534.0,Sorghum,25431,22234.0
1992,Australia,15.78,534.0,Soybeans,21141,22234.0
1992,Australia,15.78,534.0,Sweet potatoes,127548,22234.0
1992,Australia,15.78,534.0,Wheat,17812,22234.0
1992,Australia,19.79,534.0,Maize,51721,22234.0
1992,Australia,19.79,534.0,Potatoes,289220,22234.0
1992,Australia,19.79,534.0,"Rice, paddy",88346,22234.0
1992,Australia,19.79,534.0,Sorghum,25431,22234.0
1992,Australia,19.79,534.0,Soybeans,21141,22234.0
1992,Australia,19.79,534.0,Sweet potatoes,127548,22234.0
1992,Australia,19.79,534.0,Wheat,17812,22234.0
1992,Australia,11.21,534.0,Maize,51721,22234.0
1992,Australia,11.21,534.0,Potatoes,289220,22234.0
1992,Australia,11.21,534.0,"Rice, paddy",88346,22234.0
1992,Australia,11.21,534.0,Sorghum,25431,22234.0
1992,Australia,11.21,534.0,Soybeans,21141,22234.0
1992,Australia,11.21,534.0,Sweet potatoes,127548,22234.0
1992,Australia,11.21,534.0,Wheat,17812,22234.0
1992,Australia,13.31,534.0,Maize,51721,22234.0
1992,Australia,13.31,534.0,Potatoes,289220,22234.0
1992,Australia,13.31,534.0,"Rice, paddy",88346,22234.0
1992,Australia,13.31,534.0,Sorghum,25431,22234.0
1992,Australia,13.31,534.0,Soybeans,21141,22234.0
1992,Australia,13.31,534.0,Sweet potatoes,127548,22234.0
1992,Australia,13.31,534.0,Wheat,17812,22234.0
1992,Australia,18.45,534.0,Maize,51721,22234.0
1992,Australia,18.45,534.0,Potatoes,289220,22234.0
1992,Australia,18.45,534.0,"Rice, paddy",88346,22234.0
1992,Australia,18.45,534.0,Sorghum,25431,22234.0
1992,Australia,18.45,534.0,Soybeans,21141,22234.0
1992,Australia,18.45,534.0,Sweet potatoes,127548,22234.0
1992,Australia,18.45,534.0,Wheat,17812,22234.0
1992,Australia,16.89,534.0,Maize,51721,22234.0
1992,Australia,16.89,534.0,Potatoes,289220,22234.0
1992,Australia,16.89,534.0,"Rice, paddy",88346,22234.0
1992,Australia,16.89,534.0,Sorghum,25431,22234.0
1992,Australia,16.89,534.0,Soybeans,21141,22234.0
1992,Australia,16.89,534.0,Sweet potatoes,127548,22234.0
1992,Australia,16.89,534.0,Wheat,17812,22234.0
1993,Australia,16.71,534.0,Maize,44261,23899.0
1993,Australia,16.71,534.0,Potatoes,290981,23899.0
1993,Australia,16.71,534.0,"Rice, paddy",76400,23899.0
1993,Australia,16.71,534.0,Sorghum,12834,23899.0
1993,Australia,16.71,534.0,Soybeans,16168,23899.0
1993,Australia,16.71,534.0,Sweet potatoes,132702,23899.0
1993,Australia,16.71,534.0,Wheat,19658,23899.0
1993,Australia,20.19,534.0,Maize,44261,23899.0
1993,Australia,20.19,534.0,Potatoes,290981,23899.0
1993,Australia,20.19,534.0,"Rice, paddy",76400,23899.0
1993,Australia,20.19,534.0,Sorghum,12834,23899.0
1993,Australia,20.19,534.0,Soybeans,16168,23899.0
1993,Australia,20.19,534.0,Sweet potatoes,132702,23899.0
1993,Australia,20.19,534.0,Wheat,19658,23899.0
1993,Australia,11.84,534.0,Maize,44261,23899.0
1993,Australia,11.84,534.0,Potatoes,290981,23899.0
1993,Australia,11.84,534.0,"Rice, paddy",76400,23899.0
1993,Australia,11.84,534.0,Sorghum,12834,23899.0
1993,Australia,11.84,534.0,Soybeans,16168,23899.0
1993,Australia,11.84,534.0,Sweet potatoes,132702,23899.0
1993,Australia,11.84,534.0,Wheat,19658,23899.0
1993,Australia,13.81,534.0,Maize,44261,23899.0
1993,Australia,13.81,534.0,Potatoes,290981,23899.0
1993,Australia,13.81,534.0,"Rice, paddy",76400,23899.0
1993,Australia,13.81,534.0,Sorghum,12834,23899.0
